3.2062E+11,       P16S,17,2,28,28,2,20140407,545,-60,-149.9991,2713,161.1,0.3594,34.5577,2,34.558,2,221.2,2,222.2,2,86.79,2,32.46,2,0.03,2,2.24,2,1.998,2,1.067,2,1,2,2249.8,2,2334.4,2,7.6338,6,20,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,37.2,2,38.37,2,20.84,2,-999,9,20140407,654,-60,-149.9996,34.721,2,0.3591,2,4.72,2,1.93,2,-999,1,-999,9,-999,9,4.7,2,1.98,2,-999,9
3.2062E+11,       P16S,17,2,27,27,2,20140407,545,-60,-149.9991,2713,186.5,0.9968,34.6411,2,34.639,2,198.3,2,200.6,2,90.01,2,32.58,2,0.01,2,2.25,2,1.128,2,0.597,2,0.73,2,2255.3,2,2340.2,2,7.6333,2,20,-999,9,-999,9,-999,9,0.44,2,-149.6,2,-999,9,38.4,2,37.2,2,19.9,2,-999,1,20140407,653,-60,-149.9996,34.8023,2,0.994,2,4.67,2,1.78,2,-999,9,-999,9,-999,9,4.65,2,1.85,2,-999,9
3.2062E+11,       P16S,17,2,26,26,2,20140407,545,-60,-149.9991,2713,208,1.2577,34.6808,2,34.6844,2,190.7,2,190.9,2,92.54,2,32.53,2,0.01,2,2.24,2,0.702,2,0.383,2,0.34,2,2259,2,2344.6,2,7.6341,2,20,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,40,2,36.76,2,21.49,2,-999,9,20140407,652,-59.9999,-149.9996,34.8479,2,1.2565,2,4.67,2,1.89,2,-999,1,-999,9,-999,9,4.67,2,1.9,2,-999,9
3.2062E+11,       P16S,17,2,25,25,2,20140407,545,-60,-149.9991,2713,233.5,1.3779,34.702,2,34.7032,2,187.7,2,187.4,2,93.91,2,32.5,2,0,2,2.24,2,0.517,2,0.309,2,0.19,2,2258.9,2,2346.4,2,7.6374,2,20,-999,9,-999,9,-999,9,0.45,2,-149.5,2,-999,9,37.9,2,35.1,2,21.19,2,-999,9,20140407,650,-59.9999,-149.9996,34.8669,2,1.3785,2,4.7,2,1.83,2,-999,9,-999,9,-999,9,4.7,2,1.83,2,-999,9
3.2062E+11,       P16S,17,2,24,24,2,20140407,545,-60,-149.9991,2713,264.3,1.4379,34.7168,2,34.7146,2,187.1,2,187.1,2,95.76,2,32.34,2,0,2,2.21,2,0.413,2,0.194,2,0.34,2,2259.3,2,2348.2,2,7.6424,2,20,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,38.3,2,35.37,2,21.04,2,-999,1,20140407,649,-59.9999,-149.9996,34.8783,2,1.4378,2,4.66,2,1.71,2,-999,9,-999,9,-999,9,4.66,2,1.71,2,-999,9
3.2062E+11,       P16S,17,2,23,23,2,20140407,545,-60,-149.9991,2713,313.6,1.4195,34.7242,2,34.7235,2,187.5,2,186.5,2,98.4,2,32.36,2,0,2,2.23,2,0.354,2,0.158,2,0.07,2,2260.4,2,2349.5,2,7.643,2,20,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,39.6,2,35.03,2,21.01,2,-999,9,20140407,647,-59.9999,-149.9996,34.8872,2,1.42,2,4.71,2,1.82,2,-999,1,-999,9,-999,9,4.71,2,1.82,2,-999,9
3.2062E+11,       P16S,17,2,22,22,2,20140407,545,-60,-149.9991,2713,364.4,1.368,34.7274,2,34.728,2,188.1,2,188.3,2,100.74,2,32.28,2,0,2,2.23,2,0.246,2,0.121,2,0.1,2,2260.3,2,2352.7,2,7.6485,2,20,-999,9,-999,9,-999,9,0.44,2,-153.4,2,-999,9,38.9,2,34.98,2,20.72,2,-999,9,20140407,645,-59.9999,-149.9996,34.8917,2,1.3677,2,4.76,2,1.78,2,-999,9,-999,9,-999,9,4.76,2,1.78,2,-999,9
3.2062E+11,       P16S,17,2,21,21,2,20140407,545,-60,-149.9991,2713,413.6,1.337,34.7278,2,34.7282,2,188.9,2,189.2,2,102.11,2,32.21,2,0,2,2.22,2,0.247,2,0.11,2,0.09,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,38.6,2,35.88,2,20.42,2,-999,9,20140407,644,-59.9999,-149.9996,34.8919,2,1.3366,2,4.76,2,1.83,2,-999,1,-999,9,-999,9,4.76,2,1.83,2,-999,9
3.2062E+11,       P16S,17,2,20,20,2,20140407,545,-60,-149.9991,2713,464.2,1.2974,34.7283,2,34.7284,2,189.3,2,190.2,2,103.67,2,32.22,2,0,2,2.22,2,0.228,2,0.106,2,0.12,2,2261,2,2353.4,2,7.6522,2,20,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,40.8,2,35.9,2,20.04,2,-999,1,20140407,642,-59.9999,-149.9995,34.8921,2,1.2978,2,4.73,2,1.82,2,-999,9,-999,9,-999,9,4.73,2,1.82,2,-999,9
3.2062E+11,       P16S,17,2,19,19,2,20140407,545,-60,-149.9991,2713,531.9,1.2431,34.7276,2,34.7274,2,190.6,2,190.9,2,105.52,2,32.25,2,0,2,2.22,2,0.197,2,0.096,2,0.09,2,2261.2,2,2353.1,3,7.652,2,20,-999,9,-999,9,-999,9,0.44,2,-149.3,2,-999,9,39.3,2,36.63,2,20.35,2,-999,9,20140407,640,-59.9999,-149.9994,34.8912,2,1.2436,2,4.73,2,1.87,2,-999,1,-999,9,-999,9,4.73,2,1.87,2,-999,9
3.2062E+11,       P16S,17,2,18,18,2,20140407,545,-60,-149.9991,2713,636,1.1676,34.7255,2,34.726,2,192.3,2,191.1,2,108.94,2,32.44,2,0,2,2.23,2,-999,9,-999,9,-999,9,2262.3,2,2355.6,2,7.6501,2,20,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,39.6,2,-999,9,-999,9,-999,9,20140407,637,-59.9999,-149.9994,34.8898,2,1.168,2,4.74,2,1.79,2,-999,9,-999,9,-999,9,4.74,2,1.79,2,-999,9
3.2062E+11,       P16S,17,2,17,17,2,20140407,545,-60,-149.9991,2713,735.9,1.097,34.7238,2,34.7237,2,192.9,2,190.1,2,112.45,2,32.74,2,0,2,2.25,2,0.118,2,0.049,2,0.07,2,2264.4,2,2357.7,2,7.6476,2,20,-999,9,-999,9,-999,9,0.3,2,-164.2,2,-999,9,39.1,2,-999,9,20.45,2,-999,1,20140407,634,-59.9999,-149.9995,34.8874,2,1.0972,2,4.73,2,1.84,2,-999,9,-999,9,-999,9,4.73,2,1.84,2,-999,9
3.2062E+11,       P16S,17,2,16,16,2,20140407,545,-60,-149.9991,2713,836.3,1.0174,34.721,2,34.7209,2,193.7,2,194.7,2,114.02,2,32.54,2,0,2,2.24,2,-999,9,-999,9,-999,9,2263.6,2,2358.1,2,7.6535,2,20,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,40.2,2,-999,9,-999,9,-999,9,20140407,632,-59.9999,-149.9994,34.8846,2,1.0175,2,4.72,2,1.81,2,-999,9,-999,9,-999,9,4.72,2,1.81,2,-999,9
3.2062E+11,       P16S,17,2,15,15,2,20140407,545,-60,-149.9991,2713,935.7,0.9442,34.718,2,34.717,2,197.3,2,198.3,2,115.29,2,32.32,2,0,2,2.23,2,0.158,2,0.063,2,0.09,2,2262.2,2,2357.8,2,7.6592,2,20,-999,9,-999,9,-999,9,0.36,2,-160,2,-999,9,38,2,-999,9,19.43,2,-999,1,20140407,629,-59.9999,-149.9994,34.8807,2,0.9446,2,4.74,2,1.82,2,-999,9,-999,9,-999,9,4.74,2,1.82,2,-999,9
3.2062E+11,       P16S,17,2,14,14,2,20140407,545,-60,-149.9991,2713,1034.2,0.8762,34.7155,2,34.715,2,198.5,2,198.2,2,118.31,2,32.57,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,41.9,2,-999,9,-999,9,-999,9,20140407,627,-59.9999,-149.9994,34.8787,2,0.8762,2,4.74,2,1.88,2,-999,9,-999,9,-999,9,4.74,2,1.88,2,-999,9
3.2062E+11,       P16S,17,2,13,13,2,20140407,545,-60,-149.9991,2713,1131.3,0.8203,34.7133,2,34.7133,2,198.7,2,200.5,2,119.68,2,32.53,2,0,2,2.24,2,0.14,2,0.056,2,0.02,2,2262.7,2,2359.5,2,7.6599,2,20,-999,9,-999,9,-999,9,0.36,2,-165.5,2,-999,9,41.5,2,-999,9,19.47,2,-999,1,20140407,624,-60,-149.9994,34.8769,2,0.8212,2,4.71,2,1.75,2,-999,1,-999,9,-999,9,4.71,2,1.75,2,-999,9
3.2062E+11,       P16S,17,2,12,12,2,20140407,545,-60,-149.9991,2713,1233.5,0.7821,34.7118,2,34.7121,2,200.5,2,200.7,2,121.53,2,32.61,2,0,2,2.23,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,39.4,2,-999,9,-999,9,-999,9,20140407,622,-60,-149.9994,34.8758,2,0.7822,2,4.68,2,1.84,2,-999,9,-999,9,-999,9,4.68,2,1.84,2,-999,9
3.2062E+11,       P16S,17,2,11,11,2,20140407,545,-60,-149.9991,2713,1334.1,0.7306,34.7103,2,34.7101,2,201.6,2,201.5,2,123.49,2,32.52,2,0,2,2.23,2,0.095,2,0.044,2,0,2,2264.1,2,2360.4,2,7.6594,2,20,-999,9,-999,9,-999,9,0.42,2,-170.2,2,-999,9,41.7,2,-999,9,19.58,2,-999,9,20140407,619,-60,-149.9994,34.8738,2,0.7311,2,4.66,2,1.81,2,-999,9,-999,9,-999,9,4.66,2,1.81,2,-999,9
3.2062E+11,       P16S,17,2,10,10,2,20140407,545,-60,-149.9991,2713,1434,0.6902,34.7085,2,34.7085,2,202.6,2,202.7,2,123.88,2,32.57,2,0,2,2.22,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,40.6,2,-999,9,-999,9,-999,9,20140407,616,-60,-149.9993,34.8722,2,0.6901,2,4.74,2,1.86,2,-999,9,-999,9,-999,9,4.74,2,1.86,2,-999,9
3.2062E+11,       P16S,17,2,9,9,2,20140407,545,-60,-149.9991,2713,1534.1,0.6554,34.7068,2,34.7072,2,203.7,2,203.9,2,125.54,2,32.66,2,0,2,2.24,2,0.111,2,0.057,2,0,2,2263.6,2,2359.4,2,7.66,2,20,-999,9,-999,9,-999,9,0.42,2,-165.9,2,-999,9,-999,1,-999,1,19.48,2,-999,1,20140407,613,-60,-149.9993,34.8708,2,0.6548,2,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,17,2,8,8,2,20140407,545,-60,-149.9991,2713,1634,0.6208,34.7061,2,34.706,2,204.8,2,204.7,2,125.93,2,32.58,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,1,-999,9,-999,9,20140407,611,-60,-149.9992,34.8696,2,0.6215,2,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,17,2,7,7,2,20140407,545,-60,-149.9991,2713,1733.8,0.5931,34.7053,2,34.7052,2,205.8,2,205.5,2,126.22,2,32.63,2,0,2,2.25,2,0.133,6,0.056,6,0.12,6,2263.3,2,2360.1,2,7.6598,2,20,-999,9,-999,9,-999,9,0.39,2,-165.7,2,-999,9,-999,1,-999,1,19.06,6,-999,9,20140407,608,-60,-149.9992,34.8688,2,0.5929,2,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,17,2,6,6,2,20140407,545,-60,-149.9991,2713,1834.3,0.5553,34.7042,2,34.7042,2,206.8,2,206.5,2,126.61,2,32.61,2,0,2,2.25,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,1,-999,9,-999,9,20140407,606,-60,-149.9992,34.8679,2,0.5549,2,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,17,2,5,5,2,20140407,545,-60,-149.9991,2713,1935.2,0.5167,34.7038,2,34.7032,2,207.8,2,207.3,2,127.78,2,32.76,2,0,2,2.25,2,0.161,2,0.077,2,0.07,2,2263.8,2,2359.7,6,7.6605,2,20,-999,9,-999,9,-999,9,0.51,2,-165.4,2,-999,9,-999,1,-999,1,18.83,2,-999,1,20140407,603,-59.9999,-149.9991,34.8669,2,0.5165,2,-999,1,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,17,2,4,4,2,20140407,545,-60,-149.9991,2713,2135.7,0.4299,34.7007,2,34.6999,2,210.5,2,210.5,2,127.49,2,32.64,2,0,2,2.25,2,-999,5,-999,5,-999,5,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,1,-999,5,-999,9,20140407,559,-59.9999,-149.9991,34.8635,2,0.4301,2,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,17,2,3,3,2,20140407,545,-60,-149.9991,2713,2334.9,0.3555,34.6983,2,34.6981,2,211.9,2,212.5,2,127.68,2,32.74,2,0,2,2.24,2,0.417,2,0.197,2,0.17,2,2264,6,2360,2,7.6604,2,20,-999,9,-999,9,-999,9,0.44,2,-161.4,2,-999,9,-999,1,-999,1,18.78,2,-999,9,20140407,554,-60,-149.9991,34.8617,2,0.3553,2,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,17,2,2,2,2,20140407,545,-60,-149.9991,2713,2536.4,0.3153,34.6969,2,34.6966,2,213.3,2,213.6,2,127.68,2,32.65,2,0,2,2.25,2,0.55,2,0.254,2,0.22,2,2262.9,2,2359.2,2,7.6594,2,20,-999,9,-999,9,-999,9,0.43,2,-160.1,2,-999,9,-999,1,-999,1,18.73,2,-999,1,20140407,550,-60,-149.9991,34.8602,2,0.3158,2,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,17,2,1,1,2,20140407,545,-60,-149.9991,2713,2738.5,0.3003,34.6958,2,34.6985,4,212.7,2,212.7,2,127.88,2,32.67,2,0,2,2.24,2,0.397,2,0.187,2,0.23,2,2263.8,2,2359.7,2,7.6601,6,20,-999,9,-999,9,-999,9,0.51,2,-165.7,2,-999,9,-999,1,-999,1,18.87,2,-999,1,20140407,545,-60,-149.9991,34.8621,4,0.3007,2,-999,1,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,36,36,2,20140407,1404,-60.4994,-150.0002,2997,4.5,0.9859,34.0385,2,34.0389,2,335.9,2,336.8,2,51.85,2,26.17,2,0.29,2,1.77,2,5.833,2,3.025,2,2.86,2,2182.1,2,2303.4,2,7.7485,6,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,14.64,2,-999,9,20140407,1543,-60.5007,-149.9985,34.1994,2,0.9853,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,35,35,2,20140407,1404,-60.4994,-150.0002,2997,20.9,0.9878,34.0384,2,34.0387,2,336.8,2,336.8,2,51.56,2,26.26,2,0.29,2,1.81,2,-999,9,-999,9,-999,9,2180.9,6,2303.4,2,7.7488,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1541,-60.5006,-149.9985,34.1992,2,0.9881,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,34,34,2,20140407,1404,-60.4994,-150.0002,2997,40.4,0.9898,34.0382,2,34.0395,2,337.2,2,336.8,2,51.95,2,26.26,2,0.29,2,1.81,2,-999,9,-999,9,-999,9,2181.4,2,2305,6,7.7481,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1539,-60.5007,-149.9985,34.2,2,0.9895,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,33,33,2,20140407,1404,-60.4994,-150.0002,2997,64.2,0.9917,34.0395,2,34.0412,2,337.2,2,336.6,2,52.14,2,26.26,2,0.29,2,1.81,2,-999,9,-999,9,-999,9,2182.1,2,2304.3,2,7.7477,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1538,-60.5007,-149.9985,34.2017,2,0.9915,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,32,32,2,20140407,1404,-60.4994,-150.0002,2997,88.9,0.8419,34.0446,2,34.1245,3,335.7,2,320.9,2,59.57,2,27.52,2,0.27,2,1.94,2,-999,9,-999,9,-999,9,2195.6,2,2308.5,3,7.7196,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1536,-60.5007,-149.9984,34.2854,3,0.7048,3,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,31,31,2,20140407,1404,-60.4994,-150.0002,2997,115.2,-0.6117,34.3854,2,34.3843,2,260.9,2,266.2,2,78.88,2,31.22,2,0.23,2,2.19,2,3.597,2,1.865,2,1.75,2,2234.2,2,2323.6,2,7.6499,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,19.11,2,-999,9,20140407,1534,-60.5007,-149.9984,34.5464,2,-0.6123,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,30,30,2,20140407,1404,-60.4994,-150.0002,2997,139,0.1769,34.5315,2,34.537,2,221,2,223.5,2,88.14,2,32.53,2,0.03,2,2.25,2,-999,9,-999,9,-999,9,2249.9,2,2333.2,2,7.6299,2,20,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1532,-60.5007,-149.9984,34.6999,2,0.169,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,29,29,2,20140407,1404,-60.4994,-150.0002,2997,166,0.7237,34.6174,2,34.6136,2,195.4,2,201.7,2,93.9,2,33.01,2,0.02,2,2.28,2,-999,9,-999,9,-999,9,2258.3,2,2339.5,2,7.6214,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1531,-60.5007,-149.9985,34.7768,2,0.7229,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,28,28,2,20140407,1404,-60.4994,-150.0002,2997,189.4,1.1975,34.6901,2,34.6867,2,183.6,2,182.9,2,99.36,2,33.35,2,0.01,2,2.29,2,-999,9,-999,9,-999,9,2265.2,2,2346.2,2,7.6175,2,20,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1529,-60.5007,-149.9984,34.8502,2,1.1952,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,27,27,2,20140407,1404,-60.4994,-150.0002,2997,215.7,1.3368,34.7142,2,34.7159,2,179,2,177.9,2,101.6,2,33.3,2,0.01,2,2.32,2,0.331,3,0.156,3,0.25,3,2267.3,2,2348.6,2,7.6197,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,21.59,3,-999,9,20140407,1527,-60.5007,-149.9984,34.8796,2,1.3366,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,26,26,2,20140407,1404,-60.4994,-150.0002,2997,240.5,1.3733,34.7242,2,34.7242,2,178.9,2,178.2,2,103.06,2,33.15,2,0,2,2.29,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1525,-60.5007,-149.9985,34.8879,2,1.3731,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,25,25,2,20140407,1404,-60.4994,-150.0002,2997,285.4,1.3582,34.7282,2,34.7279,2,178.9,2,179.8,2,103.84,2,32.94,2,0,2,2.26,2,-999,9,-999,9,-999,9,2267,2,2352.1,2,7.6284,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1523,-60.5005,-149.9986,34.8916,2,1.3585,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,24,24,2,20140407,1404,-60.4994,-150.0002,2997,335.1,1.3127,34.7286,2,34.7276,2,180.1,2,183.3,2,105.11,2,32.69,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1520,-60.5005,-149.9986,34.8914,2,1.3124,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,23,23,2,20140407,1404,-60.4994,-150.0002,2997,386.1,1.2793,34.7286,2,34.7292,2,181.4,2,182.7,2,106.87,2,32.81,2,0,2,2.25,2,0.151,2,0.069,2,0.02,2,2265.7,2,2352.3,2,7.6342,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,20.64,2,-999,9,20140407,1518,-60.5005,-149.9987,34.893,2,1.28,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,22,22,2,20140407,1404,-60.4994,-150.0002,2997,433.4,1.2421,34.728,2,34.7276,2,183.1,2,183.7,2,108.43,2,32.81,2,0,2,2.26,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,1,-999,9,-999,9,-999,9,-999,9,20140407,1515,-60.5005,-149.9986,34.8914,2,1.242,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,21,21,2,20140407,1404,-60.4994,-150.0002,2997,464.9,1.2169,34.7276,2,34.7278,2,184.1,2,184.6,2,109.12,2,32.77,2,0,2,2.25,2,-999,9,-999,9,-999,9,2265.8,2,2354.7,2,7.6386,6,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,20140407,1514,-60.5005,-149.9987,34.8915,2,1.217,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,20,20,2,20140407,1404,-60.4994,-150.0002,2997,564.4,1.1311,34.7253,2,34.725,2,190,2,188.3,2,111.46,2,32.67,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,20140407,1511,-60.5005,-149.9986,34.8887,2,1.131,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,19,19,2,20140407,1404,-60.4994,-150.0002,2997,665.2,1.0653,34.723,2,34.7234,2,192,2,191.4,2,113.12,2,32.56,2,0,2,2.24,2,0.106,2,0.048,2,0.05,2,2263.9,2,2357.7,2,7.6488,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,20.08,2,-999,9,20140407,1508,-60.5004,-149.9986,34.8871,2,1.0654,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,18,18,2,20140407,1404,-60.4994,-150.0002,2997,764.8,0.9814,34.7203,2,34.7195,2,196,2,195.7,2,114.29,2,32.33,2,0,2,2.22,2,-999,9,-999,9,-999,9,2263.6,2,2357.7,2,7.6555,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,20140407,1505,-60.5003,-149.9988,34.8832,2,0.9818,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,17,17,2,20140407,1404,-60.4994,-150.0002,2997,864.4,0.9235,34.7172,2,34.7175,2,196.9,2,197.2,2,116.14,2,32.36,2,0,2,2.24,2,-999,9,-999,9,-999,9,2261.7,2,2359.7,2,7.656,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,20140407,1502,-60.5003,-149.9987,34.8812,2,0.9232,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,16,16,2,20140407,1404,-60.4994,-150.0002,2997,965.2,0.8684,34.7156,2,34.7155,2,197.6,2,197.7,2,118.97,2,32.48,2,0,2,2.23,2,-999,9,-999,9,-999,9,2262.4,2,2358.2,2,7.6559,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,20140407,1459,-60.5002,-149.999,34.8792,2,0.8681,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,15,15,2,20140407,1404,-60.4994,-150.0002,2997,1066.3,0.8087,34.713,2,34.7137,2,199.2,2,199.4,2,121.12,2,32.46,2,0,2,2.24,2,0.092,2,0.039,2,0,2,2262.1,2,2359.4,2,7.658,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.39,2,-999,9,20140407,1456,-60.5001,-149.999,34.8774,2,0.8083,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,14,14,2,20140407,1404,-60.4994,-150.0002,2997,1165.5,0.7614,34.7116,2,34.7066,3,200.7,2,200.5,2,121.51,2,32.51,2,0,2,2.24,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,20140407,1453,-60.5,-149.9991,34.8702,3,0.7615,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,13,13,2,20140407,1404,-60.4994,-150.0002,2997,1266,0.722,34.71,2,34.7099,2,201.7,2,201.7,2,123.17,2,32.38,2,0,2,2.25,2,-999,9,-999,9,-999,9,2262.2,2,2358.8,2,7.6587,2,20,-999,1,-999,1,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,20140407,1449,-60.5001,-149.9991,34.8736,2,0.7217,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
3.2062E+11,       P16S,18,1,12,12,2,20140407,1404,-60.4994,-150.0002,2997,1366.6,0.6785,34.7084,2,34.7086,2,203,2,203.1,2,124.15,2,32.47,2,0,2,2.24,2,0.111,2,0.057,2,0.01,2,-999,9,-999,9,-999,9,-999,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,19.14,2,-999,9,20140407,1446,-60.5001,-149.9991,34.8723,2,0.6789,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9
